Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/dashboard/today,48,0,12,11.86857635366323,4.792665997229051,21.539624998695217,240.16666666666666,0.8108010303682324,0.0,12,13,15,15,18,18,22,22,22,22,22
GET,GET /api/food/logs?date=[past],8,0,8,9.166359375740285,4.664166001020931,13.930208995589055,59.125,0.13513350506137206,0.0,9,11,13,13,14,14,14,14,14,14,14
GET,GET /api/food/logs?date=[today],34,0,10,9.769937441460035,4.4220830022823066,21.066957997391,88.47058823529412,0.5743173965108312,0.0,10,11,12,13,13,15,21,21,21,21,21
GET,GET /api/food/search,9,0,10,13.43932855686742,7.484667003154755,39.69041600066703,2.0,0.1520251931940436,0.0,10,12,13,15,40,40,40,40,40,40,40
GET,GET /api/onboarding/profile,11,0,11,10.962178001301998,7.159041000704747,18.70045800023945,650.2727272727273,0.1858085694593866,0.0,11,12,13,13,14,19,19,19,19,19,19
GET,GET /api/subscriptions/current,10,0,9,17.98716660050559,3.9056250025168993,54.72445800114656,52.9,0.1689168813267151,0.0,11,12,15,55,55,55,55,55,55,55,55
GET,GET /auth/me,4,0,8,7.950437500767293,7.212250005977694,8.884582995960955,221.0,0.06756675253068603,0.0,8,8,9,9,9,9,9,9,9,9,9
GET,GET /foods/,8,0,12,12.075505125721975,7.263250001415145,14.23254100518534,3885.25,0.13513350506137206,0.0,13,13,14,14,14,14,14,14,14,14,14
GET,GET /meals/summary,6,2,14,15.765145667198036,9.597958000085782,24.74712500406895,174.33333333333334,0.10135012879602905,0.033783376265343015,15,15,19,19,25,25,25,25,25,25,25
GET,GET /nutrition-profile/,6,6,9,10.917479166285679,4.8622080066706985,17.350874994008336,59.0,0.10135012879602905,0.10135012879602905,13,13,14,14,17,17,17,17,17,17,17
POST,POST /api/food/manual,24,0,14,13.849104167396339,6.643959000939503,18.381374997261446,208.5,0.4054005151841162,0.0,14,16,17,17,18,18,18,18,18,18,18
POST,POST /api/food/water,5,0,17,16.72929160122294,14.03625000239117,19.303417000628542,18.0,0.08445844066335755,0.0,17,18,18,19,19,19,19,19,19,19,19
POST,POST /api/onboarding/save-step,9,0,15,20.723050663946196,8.889707998605445,64.54687499353895,648.3333333333334,0.1520251931940436,0.0,15,17,20,20,65,65,65,65,65,65,65
POST,POST /auth/login,50,11,76,84.65036915920791,27.354874997399747,126.63658299425151,334.62,0.8445844066335755,0.1858085694593866,77,90,92,120,120,130,130,130,130,130,130
POST,POST /auth/register,1,0,16.799999997601844,16.799999997601844,16.799999997601844,16.799999997601844,228.0,0.016891688132671508,0.0,17,17,17,17,17,17,17,17,17,17,17
,Aggregated,233,19,13,28.055632643731634,3.9056250025168993,126.63658299425151,360.3562231759657,3.9357633349124614,0.3209420745207587,13,16,20,68,77,93,120,130,130,130,130
