Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774150068,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1774150069,1000,,Aggregated,0.000000,0.000000,400,450,470,500,520,520,530,550,590,590,590,1073,944,400.0,383.56223273633384,30.379124997125473,594.3307499983348,96.69151910531221
1774150070,2000,,Aggregated,0.000000,0.000000,350,390,420,430,500,520,520,530,590,590,590,2078,1944,350.0,347.2363041304602,22.335125002427958,594.3307499983348,73.57170356111646
1774150071,3000,,Aggregated,0.000000,0.000000,390,440,470,490,520,530,570,570,590,610,610,3083,2946,390.0,378.08021732147114,21.618291997583583,611.74800000299,65.4103146286085
1774150072,4000,,Aggregated,536.500000,472.000000,380,430,460,470,500,520,570,570,590,610,610,4096,3952,380.0,374.75392154762017,21.618291997583583,611.74800000299,61.518310546875
1774150073,5000,,Aggregated,692.666667,648.000000,360,410,440,460,500,520,560,570,590,610,610,5102,4954,360.0,355.63231762034104,21.618291997583583,611.74800000299,58.99333594668757
1774150074,5000,,Aggregated,692.666667,648.000000,360,410,440,460,500,520,560,570,590,610,610,5102,4954,360.0,355.63231762034104,21.618291997583583,611.74800000299,58.99333594668757
1774150075,5000,,Aggregated,819.200000,790.400000,360,410,440,460,500,520,560,570,590,610,610,5103,4955,360.0,355.5656085796559,15.216083003906533,611.74800000299,58.985890652557316
1774150076,5000,,Aggregated,819.200000,790.400000,360,410,440,460,500,520,560,570,590,610,610,5103,4955,360.0,355.5656085796559,15.216083003906533,611.74800000299,58.985890652557316
1774150077,5000,,Aggregated,850.333333,825.666667,360,410,440,460,500,520,560,570,590,610,610,5104,4955,360.0,355.49788029799873,9.880459001578856,611.74800000299,59.064655172413794
1774150078,5000,,Aggregated,637.875000,619.375000,360,410,440,460,500,520,560,570,590,610,610,5107,4956,360.0,355.2978366126866,5.36241599911591,611.74800000299,59.1176816134717
1774150079,5000,,Aggregated,567.111111,550.555556,360,410,440,460,500,520,560,570,590,610,610,5111,4956,360.0,355.03504553844516,5.36241599911591,611.74800000299,59.337898649970654
1774150080,5000,,Aggregated,510.400000,495.500000,360,410,440,460,500,520,560,570,590,610,610,5115,4957,360.0,354.76760480566935,5.36241599911591,611.74800000299,59.573607038123164
1774150081,5000,,Aggregated,510.800000,495.600000,360,410,440,460,500,520,560,570,590,610,610,5116,4957,360.0,354.7026930132915,5.36241599911591,611.74800000299,59.61258795934324
1774150082,5000,,Aggregated,403.800000,401.200000,360,410,440,460,500,520,560,570,590,610,610,5117,4957,360.0,354.63686373812703,5.36241599911591,611.74800000299,59.64158686730506
1774150083,5000,,Aggregated,303.700000,301.300000,360,410,440,460,500,520,560,570,590,610,610,5118,4957,360.0,354.57067865826343,5.36241599911591,611.74800000299,59.67057444314185
1774150084,5000,,Aggregated,203.300000,201.100000,360,410,440,460,500,520,560,570,590,610,610,5123,4957,360.0,354.23789485281975,5.36241599911591,611.74800000299,60.10794456373219
1774150085,5000,,Aggregated,102.100000,100.500000,360,410,440,460,500,520,560,570,590,610,610,5134,4957,360.0,353.5027424357229,4.238833003910258,611.74800000299,60.4892871055707
1774150086,5000,,Aggregated,1.700000,0.300000,360,410,440,460,500,520,560,570,590,610,610,5137,4957,360.0,353.30225832995893,4.238833003910258,611.74800000299,60.497761339303096
1774150087,5000,,Aggregated,2.200000,0.300000,360,410,440,460,500,520,560,570,590,610,610,5144,4957,360.0,352.8434932523325,4.238833003910258,611.74800000299,60.8592534992224
1774150088,5000,,Aggregated,3.200000,0.200000,360,410,440,460,500,520,560,570,590,610,610,5149,4957,360.0,352.51262973392926,4.238833003910258,611.74800000299,60.85239852398524
1774150089,5000,,Aggregated,3.300000,0.200000,360,410,440,460,500,520,560,570,590,610,610,5153,4959,360.0,352.2475681079023,4.238833003910258,611.74800000299,61.8754123811372
1774150090,5000,,Aggregated,4.000000,0.200000,360,410,440,460,500,520,560,570,590,610,610,5158,4961,360.0,351.91325680981333,4.238833003910258,611.74800000299,61.9740209383482
1774150091,5000,,Aggregated,4.300000,0.200000,360,410,440,460,500,520,560,570,590,610,610,5162,4961,360.0,351.64929913309146,4.238833003910258,611.74800000299,62.69217357613328
1774150092,5000,,Aggregated,4.300000,0.200000,360,410,440,460,500,520,560,570,590,610,610,5162,4961,360.0,351.64929913309146,4.238833003910258,611.74800000299,62.69217357613328
1774150093,5000,,Aggregated,4.300000,0.400000,360,410,440,460,500,520,560,570,590,610,610,5165,4961,360.0,351.4523193047485,4.238833003910258,611.74800000299,62.97328170377541
1774150094,5000,,Aggregated,4.600000,0.400000,360,410,440,460,500,520,560,570,590,610,610,5168,4961,360.0,351.25495660004435,4.238833003910258,611.74800000299,63.156346749226
1774150095,5000,,Aggregated,4.700000,0.400000,360,410,440,460,500,520,560,570,590,610,610,5176,4961,360.0,350.7267417892243,4.238833003910258,611.74800000299,63.861089644513136
1774150096,5000,,Aggregated,4.700000,0.400000,360,410,440,460,500,520,560,570,590,610,610,5178,4961,360.0,350.59625050734246,4.238833003910258,611.74800000299,63.924874468906914
1774150097,5000,,Aggregated,4.700000,0.400000,360,410,440,460,500,520,560,570,590,610,610,5180,4961,360.0,350.4655345484599,4.238833003910258,611.74800000299,63.98725868725869
1774150098,5000,,Aggregated,4.100000,0.400000,360,410,440,460,500,520,560,570,590,610,610,5184,4962,360.0,350.20439072183956,4.238833003910258,611.74800000299,64.2565586419753
1774150099,5000,,Aggregated,4.100000,0.400000,360,410,440,460,500,520,560,570,590,610,610,5186,4962,360.0,350.07568762090386,4.238833003910258,611.74800000299,64.40416505977632
1774150100,5000,,Aggregated,3.600000,0.400000,360,410,440,450,500,520,560,570,590,610,610,5191,4963,360.0,349.7618419786186,4.238833003910258,611.74800000299,64.4442303987671
1774150101,5000,,Aggregated,3.300000,0.400000,360,410,440,450,500,520,560,570,590,610,610,5194,4963,360.0,349.5654538494431,4.238833003910258,611.74800000299,64.54274162495187
1774150102,5000,,Aggregated,3.100000,0.200000,360,410,440,450,500,520,560,570,590,610,610,5207,4966,360.0,348.7220758196661,4.041958003654145,611.74800000299,65.3478010370655
1774150103,5000,,Aggregated,3.400000,0.200000,360,410,440,450,500,520,560,570,590,610,610,5210,4968,360.0,348.5251782309011,4.041958003654145,611.74800000299,65.37735124760077
1774150104,5000,,Aggregated,3.500000,0.300000,360,410,440,450,500,520,560,570,590,610,610,5217,4972,360.0,348.0766004730702,4.041958003654145,611.74800000299,66.75023960130343
1774150105,5000,,Aggregated,4.300000,0.500000,360,410,440,450,490,520,560,570,590,610,610,5223,4972,360.0,347.7017139657284,4.041958003654145,611.74800000299,66.86291403408003
1774150106,5000,,Aggregated,4.400000,0.700000,360,410,440,450,490,520,560,570,590,610,610,5226,4973,360.0,347.50977041886654,4.041958003654145,611.74800000299,66.99445082280903
1774150107,5000,,Aggregated,4.700000,1.100000,360,410,440,450,490,520,560,570,590,610,610,5233,4973,360.0,347.0619542249182,4.041958003654145,611.74800000299,67.44926428434933
1774150108,5000,,Aggregated,4.800000,1.200000,360,410,440,450,490,520,560,570,590,610,610,5237,4974,360.0,346.80457124002345,4.041958003654145,611.74800000299,67.52988352109986
1774150109,5000,,Aggregated,4.800000,1.200000,360,410,440,450,490,520,560,570,590,610,610,5240,4975,360.0,346.6113651162219,4.041958003654145,611.74800000299,67.58721374045801
1774150110,5000,,Aggregated,5.300000,1.200000,360,410,440,450,490,520,560,570,590,610,610,5242,4975,360.0,346.48384462037484,4.041958003654145,611.74800000299,67.9610835558947
1774150111,5000,,Aggregated,5.300000,1.200000,360,410,440,450,490,520,560,570,590,610,610,5246,4977,360.0,346.2266493358744,4.041958003654145,611.74800000299,68.46282882195959
1774150112,5000,,Aggregated,5.400000,1.300000,360,410,440,450,490,520,560,570,590,610,610,5249,4977,360.0,346.03542453286235,4.041958003654145,611.74800000299,68.64202705277195
1774150113,5000,,Aggregated,5.000000,1.200000,360,410,440,450,490,520,560,570,590,610,610,5253,4978,360.0,345.7800193616967,4.041958003654145,611.74800000299,68.81077479535503
1774150114,5000,,Aggregated,4.900000,1.300000,360,410,440,450,490,520,560,570,590,610,610,5255,4978,360.0,345.6593069455742,4.041958003654145,611.74800000299,68.8313986679353
1774150115,5000,,Aggregated,4.200000,1.100000,360,400,440,450,490,520,560,570,590,610,610,5259,4979,360.0,345.40678256303397,4.041958003654145,611.74800000299,68.9958166951892
1774150116,5000,,Aggregated,4.300000,1.000000,360,400,440,450,490,520,560,570,590,610,610,5264,4980,360.0,345.0888657230226,4.041958003654145,611.74800000299,71.10866261398176
1774150117,5000,,Aggregated,3.700000,0.600000,360,400,440,450,490,520,560,570,590,610,610,5271,4982,360.0,344.64638809011564,4.041958003654145,611.74800000299,71.37488142667425
1774150118,5000,,Aggregated,3.500000,0.600000,360,400,440,450,490,520,560,570,590,610,610,5278,4983,360.0,344.2033961411507,4.041958003654145,611.74800000299,71.71978021978022
1774150119,5000,,Aggregated,3.800000,0.700000,360,400,440,450,490,520,560,570,590,610,610,5286,4984,360.0,343.7010447801739,4.041958003654145,611.74800000299,72.65304578130912
1774150120,5000,,Aggregated,4.100000,1.000000,360,400,440,450,490,520,560,570,590,610,610,5292,4986,360.0,343.32020238888924,3.8964580016909167,611.74800000299,72.92498110355253
1774150121,5000,,Aggregated,4.200000,0.900000,360,400,440,450,490,520,560,570,590,610,610,5305,4986,360.0,342.53788176286747,3.8964580016909167,611.74800000299,73.67219604147031
1774150122,5000,,Aggregated,4.800000,0.900000,350,400,440,450,490,520,560,570,590,610,610,5310,4988,350.0,342.22952269360064,3.8964580016909167,611.74800000299,73.75160075329566
1774150123,5000,,Aggregated,5.000000,1.100000,350,400,440,450,490,520,560,570,590,610,610,5319,4992,350.0,341.6698648796832,3.8964580016909167,611.74800000299,73.87403647302125
1774150124,5000,,Aggregated,5.900000,0.900000,350,400,440,450,490,520,560,570,590,610,610,5326,4993,350.0,341.23650542997296,3.8964580016909167,611.74800000299,74.73319564401051
1774150125,5000,,Aggregated,6.200000,1.200000,350,400,440,450,490,520,560,570,590,610,610,5331,4993,350.0,340.9399657591519,3.8964580016909167,611.74800000299,74.9227161883324
1774150126,5000,,Aggregated,6.600000,1.400000,350,400,440,450,490,520,560,570,590,610,610,5337,4996,350.0,340.58097387821516,3.8964580016909167,611.74800000299,74.95334457560428
1774150127,5000,,Aggregated,7.100000,1.500000,350,400,440,450,490,520,560,570,590,610,610,5339,4998,350.0,340.45735545121426,3.8964580016909167,611.74800000299,74.94287319722794
1774150128,3351,,Aggregated,7.200000,1.400000,350,400,440,450,490,520,560,570,590,610,610,5341,4999,350.0,340.34236260438746,3.8964580016909167,611.74800000299,74.96367721400487
