Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774150145,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1774150146,2000,,Aggregated,0.000000,0.000000,730,760,770,780,790,810,850,880,900,900,900,798,720,730.0,655.8864667970198,105.26024999853689,900.9139580011833,86.32205513784461
1774150147,4000,,Aggregated,0.000000,0.000000,830,1400,1400,1400,1500,1600,1600,1600,1600,1600,1600,2452,2308,820.0,951.5171389457477,30.764041999645997,1598.7197919967002,76.86990212071778
1774150148,6000,,Aggregated,0.000000,0.000000,990,1400,1500,1500,1600,1600,1600,1600,1800,1800,1800,3316,3167,990.0,1021.4531009628895,9.189708005578723,1831.3563749979949,69.74849215922798
1774150149,8000,,Aggregated,594.500000,522.500000,1400,1500,1500,1600,1900,2500,2500,2500,2500,2500,2500,4183,4027,1400.0,1175.4593762342333,9.189708005578723,2521.8009589953,65.74013865646666
1774150150,10000,,Aggregated,835.666667,787.666667,1400,1600,1900,2500,2600,3200,3200,3200,3300,3300,3300,5190,5034,1400.0,1403.9458611791447,9.189708005578723,3298.8620409960276,62.297687861271676
1774150151,10000,,Aggregated,911.250000,872.250000,1600,2500,2600,2700,2900,3100,3200,3300,3300,3300,3300,6890,6730,1600.0,1726.4257857801133,7.084750002832152,3330.1883339954657,58.87706821480406
1774150152,10000,,Aggregated,842.400000,811.200000,1900,2600,2700,2800,3000,3200,3200,3300,3300,3300,3300,7562,7366,1900.0,1830.7030074317618,7.084750002832152,3330.1883339954657,60.20695583179053
1774150153,10000,,Aggregated,1027.666667,1001.000000,2500,2700,2900,3000,3200,3400,3800,3800,4000,4100,4100,9033,8762,2500.0,2047.5763261294205,7.084750002832152,4088.0335830006516,61.695782132181996
1774150154,10000,,Aggregated,1013.714286,990.714286,2600,2900,3100,3200,3700,3900,4600,4700,4700,4800,4800,10183,9878,2600.0,2266.8006434328863,7.084750002832152,4793.128750003234,61.63517627418246
1774150155,10000,,Aggregated,1023.500000,994.625000,2600,2900,3100,3200,3800,4000,4600,4700,6600,6600,6600,10233,9921,2600.0,2282.539648209137,7.084750002832152,6562.94220899872,61.82067819798691
