Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/dashboard/today,61,0,15,23.020047114872884,4.041958003654145,200.3672920036479,254.55737704918033,1.02293780378097,0.0,15,19,22,26,48,64,120,200,200,200,200
GET,GET /api/food/logs?date=[past],38,0,13,31.747970500299218,4.722124998806976,153.69883400126128,194.52631578947367,0.6372399433389649,0.0,14,31,43,68,73,140,150,150,150,150,150
GET,GET /api/food/logs?date=[today],35,0,15,39.92399885714154,4.348458998720162,154.4045409973478,1431.8857142857144,0.5869315267595729,0.0,15,50,71,75,130,130,150,150,150,150,150
GET,GET /api/food/search,3,0,11,11.671791668049991,9.755999999470077,14.454000003752299,233.66666666666666,0.05030841657939197,0.0,11,11,14,14,14,14,14,14,14,14,14
GET,GET /api/onboarding/profile,32,0,11,22.13484506273744,4.238833003910258,81.43370899779256,657.625,0.536623110180181,0.0,11,17,28,43,67,76,81,81,81,81,81
GET,GET /api/subscriptions/current,9,0,28,30.906338222848717,5.306792001647409,70.89887499751057,84.88888888888889,0.1509252497381759,0.0,28,38,43,56,71,71,71,71,71,71,71
GET,GET /auth/me,17,0,7,14.023637411061346,5.292959001963027,70.82758299657144,221.58823529411765,0.28508102728322116,0.0,7,8,8,9,62,71,71,71,71,71,71
GET,GET /foods/,9,0,13,19.85321299919936,10.44966700283112,57.45912499696715,1898.3333333333333,0.1509252497381759,0.0,13,14,15,35,57,57,57,57,57,57,57
GET,GET /meals/summary,10,5,60,56.76914579962613,9.914374997606501,131.21870800387114,136.3,0.16769472193130655,0.08384736096565328,63,76,89,90,130,130,130,130,130,130,130
GET,GET /nutrition-profile/,13,13,10,16.77763784783355,5.367708006815519,60.561499994946644,59.0,0.21800313851069852,0.21800313851069852,10,13,15,31,36,61,61,61,61,61,61
POST,POST /api/food/manual,25,0,16,21.358028239919804,11.699792004947085,60.93012500059558,209.64,0.4192368048282664,0.0,16,18,23,25,43,55,61,61,61,61,61
POST,POST /api/food/water,9,8,14,21.298879667786725,7.090666003932711,74.64212500053691,20.666666666666668,0.1509252497381759,0.13415577754504526,14,15,15,31,75,75,75,75,75,75,75
POST,POST /api/onboarding/save-step,4,0,17,22.164333502587397,14.68229199963389,35.412333003478125,664.25,0.06707788877252263,0.0,22,22,35,35,35,35,35,35,35,35,35
POST,POST /auth/login,5000,4938,360.0,361.23431305819724,48.87299999973038,611.74800000299,52.5596,83.84736096565328,82.80765368967919,360,410,440,460,500,520,560,570,590,610,610
POST,POST /auth/register,76,35,32,59.87290453939702,3.8964580016909167,337.48766600183444,144.3684210526316,1.2744798866779299,0.5869315267595729,35,62,74,84,170,210,250,340,340,340,340
,Aggregated,5341,4999,350.0,340.34236260438746,3.8964580016909167,611.74800000299,74.96367721400487,89.56575098351084,83.83059149346015,350,400,440,450,490,520,560,570,590,610,610
